Feedstock,Feedstock_Type,Temperature_C,Yield_Perc,Carbon_perc,Carbon_amount,Carbon _Biomass,Carbon_rec,
Maize,Herbaceous,450.00,NA,58.82,NA,45,NA,
Maize,Herbaceous,500.00,NA,54.97,NA,45,NA,
Maize,Herbaceous,550.00,NA,44.19,NA,45,NA,
Meadow grass,Herbaceous,450.00,NA,59.38,NA,45,NA,
Meadow grass,Herbaceous,500.00,NA,57.93,NA,45,NA,
Meadow grass,Herbaceous,550.00,NA,55.24,NA,45,NA,
Others,Others,300.00,35.40,NA,NA,45,NA,
Others,Others,400.00,30.00,NA,NA,45,NA,
Others,Others,500.00,26.40,NA,NA,45,NA,
Others,Others,600.00,23.50,NA,NA,45,NA,
Others,Others,700.00,22.50,NA,NA,45,NA,
Others,Others,800.00,20.80,NA,NA,45,NA,
Others,Others,900.00,20.90,NA,NA,45,NA,
Others,Others,1000.00,19.90,NA,NA,45,NA,
Hazel husk,Woody biomass,227.10,46.20,NA,NA,45,NA,
Hazel husk,Woody biomass,327.10,39.80,NA,NA,45,NA,
Hazel husk,Woody biomass,428.60,336.70,NA,NA,45,NA,
Hazel husk,Woody biomass,528.60,34.40,NA,NA,45,NA,
Hazel husk,Woody biomass,628.60,32.60,NA,NA,45,NA,
Hazel husk,Woody biomass,728.60,31.50,NA,NA,45,NA,
Hazel husk,Woody biomass,825.70,31.00,NA,NA,45,NA,
Olive husk,Woody biomass,227.10,43.60,NA,NA,45,NA,
Olive husk,Woody biomass,328.60,37.50,NA,NA,45,NA,
Olive husk,Woody biomass,427.10,34.80,NA,NA,45,NA,
Olive husk,Woody biomass,528.60,30.70,NA,NA,45,NA,
Olive husk,Woody biomass,627.10,29.00,NA,NA,45,NA,
Olive husk,Woody biomass,728.60,28.90,NA,NA,45,NA,
Olive husk,Woody biomass,828.60,28.40,NA,NA,45,NA,
hazel shell,Woody biomass,227.10,41.60,NA,NA,45,NA,
hazel shell,Woody biomass,328.60,37.20,NA,NA,45,NA,
hazel shell,Woody biomass,427.10,33.80,NA,NA,45,NA,
hazel shell,Woody biomass,528.60,31.30,NA,NA,45,NA,
hazel shell,Woody biomass,628.60,29.80,NA,NA,45,NA,
hazel shell,Woody biomass,728.60,29.70,NA,NA,45,NA,
hazel shell,Woody biomass,827.10,29.20,NA,NA,45,NA,
Fiberboard,Woody biomass,401.40,42.50,NA,NA,45,NA,
Fiberboard,Woody biomass,502.90,27.90,NA,NA,45,NA,
Fiberboard,Woody biomass,551.40,24.60,NA,NA,45,NA,
Fiberboard,Woody biomass,700.00,20.00,NA,NA,45,NA,
Tobacco residue,Herbaceous,227.10,31.10,NA,NA,45,NA,
Tobacco residue,Herbaceous,328.60,25.50,NA,NA,45,NA,
Tobacco residue,Herbaceous,428.60,22.30,NA,NA,45,NA,
Tobacco residue,Herbaceous,527.10,20.80,NA,NA,45,NA,
Tobacco residue,Herbaceous,627.10,19.50,NA,NA,45,NA,
Tobacco residue,Herbaceous,728.60,19.00,NA,NA,45,NA,
Tobacco residue,Herbaceous,828.60,18.40,NA,NA,45,NA,
Tobacco residue,Herbaceous,898.00,18.30,NA,NA,45,NA,
Corncob,Herbaceous,748.56,20.40,NA,NA,45,NA,
Corncob,Herbaceous,824.60,19.40,NA,NA,45,NA,
Pine wood,Woody biomass,304.47,36.80,NA,NA,45,NA,
Pine wood,Woody biomass,353.67,32.60,NA,NA,45,NA,
Pine wood,Woody biomass,404.15,30.70,NA,NA,45,NA,
Pine wood,Woody biomass,500.00,28.30,NA,NA,45,NA,
Pine wood,Woody biomass,553.67,26.60,NA,NA,45,NA,
Hazel shell,Woody biomass,276.36,41.80,NA,NA,45,NA,
Hazel shell,Woody biomass,377.32,37.00,NA,NA,45,NA,
Hazel shell,Woody biomass,477.64,34.20,NA,NA,45,NA,
Hazel shell,Woody biomass,576.68,32.00,NA,NA,45,NA,
Hazel shell,Woody biomass,677.64,31.00,NA,NA,45,NA,
Hazel shell,Woody biomass,776.04,30.50,NA,NA,45,NA,
Wood ,Woody biomass,399.68,31.60,NA,NA,45,NA,
Wood ,Woody biomass,500.00,23.80,NA,NA,45,NA,
Wood ,Woody biomass,599.04,22.50,NA,NA,45,NA,
Wood ,Woody biomass,699.36,21.30,NA,NA,45,NA,
Wood ,Woody biomass,799.04,20.60,NA,NA,45,NA,
Wood ,Woody biomass,897.44,18.60,NA,NA,45,NA,
Safflower seed cake,Herbaceous,400.32,32.30,NA,NA,45,NA,
Safflower seed cake,Herbaceous,450.16,28.80,NA,NA,45,NA,
Safflower seed cake,Herbaceous,500.00,26.50,NA,NA,45,NA,
Safflower seed cake,Herbaceous,549.84,26.20,NA,NA,45,NA,
Safflower seed cake,Herbaceous,599.68,24.00,NA,NA,45,NA,
Pistacio shell,Woody biomass,305.11,28.30,NA,NA,45,NA,
Pistacio shell,Woody biomass,403.51,26.30,NA,NA,45,NA,
Pistacio shell,Woody biomass,503.19,25.60,NA,NA,45,NA,
Pistacio shell,Woody biomass,553.67,25.40,NA,NA,45,NA,
Pistacio shell,Woody biomass,701.92,23.50,NA,NA,45,NA,
hazel shell,Woody biomass,400.32,46.80,NA,NA,45,NA,
hazel shell,Woody biomass,501.28,41.20,NA,NA,45,NA,
hazel shell,Woody biomass,549.84,38.40,NA,NA,45,NA,
hazel shell,Woody biomass,698.72,36.20,NA,NA,45,NA,
Coconut,Woody biomass,399.68,33.60,NA,NA,45,NA,
Coconut,Woody biomass,599.04,26.70,NA,NA,45,NA,
Coconut,Woody biomass,699.36,24.80,NA,NA,45,NA,
Coconut,Woody biomass,799.68,23.20,NA,NA,45,NA,
Coconut,Woody biomass,898.72,22.00,NA,NA,45,NA,
Safflower seed ,Herbaceous,400.32,25.20,NA,NA,45,NA,
Safflower seed ,Herbaceous,499.36,20.30,NA,NA,45,NA,
Safflower seed ,Herbaceous,549.20,19.00,NA,NA,45,NA,
Safflower seed ,Herbaceous,600.32,18.00,NA,NA,45,NA,
Safflower seed ,Herbaceous,699.36,18.00,NA,NA,45,NA,
Cardoon,Herbaceous,300.64,35.20,NA,NA,45,NA,
Cardoon,Herbaceous,400.32,18.40,NA,NA,45,NA,
Cardoon,Herbaceous,500.64,15.60,NA,NA,45,NA,
Cardoon,Herbaceous,599.68,13.30,NA,NA,45,NA,
Cardoon,Herbaceous,699.36,11.40,NA,NA,45,NA,
Cardoon,Herbaceous,799.04,11.00,NA,NA,45,NA,
Brewery grain,Herbaceous,600.32,23.00,NA,NA,45,NA,
Brewery grain,Herbaceous,703.19,16.80,NA,NA,45,NA,
Brewery grain,Herbaceous,753.04,16.20,NA,NA,45,NA,
Brewery grain,Herbaceous,828.43,14.60,NA,NA,45,NA,
Brewery grain,Herbaceous,901.28,14.00,NA,NA,45,NA,
Straw,Herbaceous,500.64,32.60,NA,NA,45,NA,
Straw,Herbaceous,599.68,31.00,NA,NA,45,NA,
Straw,Herbaceous,699.36,28.90,NA,NA,45,NA,
Straw,Herbaceous,799.04,28.00,NA,NA,45,NA,
Straw,Herbaceous,898.72,26.30,NA,NA,45,NA,
Coir,Herbaceous,500.00,29.60,NA,NA,45,NA,
Subabul,Woody biomass,500.00,19.30,NA,NA,45,NA,
Bamboo,Woody biomass,500.00,NA,83.60,NA,45,NA,
Loblolly pine,Woody biomass,1000.00,NA,92.90,NA,45,NA,
Pine cone,Woody biomass,500.00,NA,54.00,NA,45,NA,
Switch grass,Herbaceous,425.00,NA,67.75,NA,45,NA,
Wheat husk,Woody biomass,500.00,NA,50.50,NA,45,NA,
Maize,Woody biomass,1200.00,NA,56.10,NA,45,NA,
Pine sawdust,Woody biomass,650.00,NA,"	86,82",NA,45,NA,
Sesame straw,Herbaceous,700.00,NA,72.60,NA,45,NA,
Laminaria japonica,Herbaceous,700.00,NA,26.70,NA,45,NA,
Undaria pinnatifida,Herbaceous,700.00,NA,28.30,NA,45,NA,
Porphyra tenera,Herbaceous,700.00,NA,26.60,NA,45,NA,
holm oak wood,Woody biomass,650.00,NA,67.30,NA,45,NA,
Residual algae,Herbaceous,450.00,NA,59.88,NA,45,NA,
Sugarcane-straw,Herbaceous,700.00,NA,73.00,NA,45,NA,
Bamboo,Woody biomass,700.00,NA,86.00,NA,45,NA,
Bamboo,Woody biomass,500.00,NA,50.80,NA,45,NA,
Pig manure,Animal and human waste,400.00,NA,44.13,NA,45,NA,
Cow manure,Animal and human waste,400.00,NA,60.20,NA,45,NA,
Soybean stover,Herbaceous,300.00,NA,68.81,NA,45,NA,
Soybean stover,Herbaceous,700.00,NA,68.27,NA,45,NA,
Peanut shell,Herbaceous,300.00,NA,68.27,NA,45,NA,
Peanut shell,Herbaceous,700.00,NA,83.76,NA,45,NA,
Straw,Herbaceous,400.00,NA,44.20,NA,45,NA,
Straw,Herbaceous,460.00,NA,65.70,NA,45,NA,
Straw,Herbaceous,525.00,NA,72.40,NA,45,NA,
Spruce,Herbaceous,400.00,NA,48.40,NA,45,NA,
Spruce,Herbaceous,460.00,NA,63.50,NA,45,NA,
Spruce,Herbaceous,525.00,NA,78.30,NA,45,NA,
Wood chips,Woody biomass,620.00,NA,81.20,NA,45,NA,
Sewage sludge,Animal and human waste,600.00,NA,18.70,NA,45,NA,
Orange peel,Herbaceous,250.00,NA,56.50,NA,45,NA,
Orange peel,Herbaceous,400.00,NA,65.70,NA,45,NA,
Orange peel,Herbaceous,700.00,NA,67.00,NA,45,NA,
Dairy-Manure,Animal and human waste,450.00,NA,48.10,NA,45,NA,
Sugar beet tailings,Herbaceous,450.00,NA,50.78,NA,45,NA,
Cow manure,Animal and human waste,500.00,NA,33.61,NA,45,NA,
Prune residues,Herbaceous,500.00,NA,23.10,NA,45,NA,
Dairy manure,Animal and human waste,350.00,NA,25.20,NA,45,NA,
Apricot stone,Woody biomass,450.00,NA,71.70,NA,45,NA,
Hazelnut shell,Woody biomass,450.00,NA,63.16,NA,45,NA,
Grapeseed,Herbaceous,450.00,NA,50.96,NA,45,NA,
Chestnut,Herbaceous,450.00,NA,60.32,NA,45,NA,
Wheat straw,Herbaceous,750.00,NA,46.80,NA,45,NA,
Pine wood,Woody biomass,1200.00,NA,65.30,NA,45,NA,
Wood,Woody biomass,750.00,NA,48.40,NA,45,NA,
Leaf,Herbaceous,750.00,NA,59.30,NA,45,NA,
Bark,Woody biomass,750.00,NA,50.40,NA,45,NA,
Wood chips,Herbaceous,1200.00,NA,80.60,NA,45,NA,
Maize silage,Herbaceous,230.00,NA,51.90,NA,45,NA,
Sewage sludge,Herbaceous,180.00,NA,29.80,NA,45,NA,
Coconut fiber,Herbaceous,375.00,NA,78.20,NA,45,NA,
Eucalyptus leaves,Herbaceous,375.00,NA,72.19,NA,45,NA,
Peanut hull,Herbaceous,300.00,NA,56.30,NA,45,NA,
Switchgrass,Herbaceous,300.00,NA,70.50,NA,45,NA,
Banana peels,Herbaceous,230.00,NA,71.38,NA,45,NA,
Pig manure,Animal and human waste,240.00,NA,23.90,NA,45,NA,
Wood chips,Woody biomass,200.00,NA,68.47,NA,45,NA,
Cow bone meal,Animal and human waste,300.00,NA,45.50,NA,45,NA,
Cow bone meal,Animal and human waste,450.00,NA,42.40,NA,45,NA,
Cow bone meal,Animal and human waste,600.00,NA,39.50,NA,45,NA,
Corn straw,Herbaceous,500.00,NA,79.00,NA,45,NA,
Rice husk,Herbaceous,500.00,NA,54.60,NA,45,NA,
Rice straw,Herbaceous,400.00,NA,76.90,NA,45,NA,
Rice straw,Herbaceous,700.00,NA,79.70,NA,45,NA,
Wheat straw,Herbaceous,350.00,NA,63.00,NA,45,NA,
Wheat straw,Herbaceous,650.00,NA,64.70,NA,45,NA,
Rice straw,Herbaceous,350.00,NA,48.80,NA,45,NA,
Rice straw,Herbaceous,650.00,NA,49.60,NA,45,NA,
Corn Straw,Herbaceous,350.00,NA,62.10,NA,45,NA,
Corn Straw,Herbaceous,650.00,NA,62.80,NA,45,NA,
Wood chip,Woody biomass,500.00,NA,81.40,NA,45,NA,
Pine wood,Woody biomass,500.00,NA,86.20,NA,45,NA,
Barley grass,Herbaceous,500.00,NA,62.30,NA,45,NA,
Peanuts shell,herbaceous,500.00,NA,77.60,NA,45,NA,
Rice husk,Herbaceous,500.00,NA,57.20,NA,45,NA,
Dairy manure,Animal and human waste,500.00,NA,50.50,NA,45,NA,
Pig manure,Animal and human waste,500.00,NA,33.80,NA,45,NA,
Sewage sludge,Biosolid Sludge,500.00,NA,21.60,NA,45,NA,
Rice husk,Herbaceous,350.00,NA,66.14,NA,45,NA,
Rice husk,Herbaceous,450.00,NA,74.93,NA,45,NA,
Rice husk,Herbaceous,550.00,NA,84.03,NA,45,NA,
Rice husk,Herbaceous,650.00,NA,95.13,NA,45,NA,
Rice husk,Herbaceous,350.00,NA,70.87,NA,45,NA,
Rice husk,Herbaceous,450.00,NA,76.86,NA,45,NA,
Rice husk,Herbaceous,550.00,NA,89.98,NA,45,NA,
Rice husk,Herbaceous,650.00,NA,89.61,NA,45,NA,
Rice husk,Herbaceous,350.00,NA,47.99,NA,45,NA,
Rice husk,Herbaceous,500.00,NA,44.64,NA,45,NA,
Rice husk,Herbaceous,650.00,NA,42.95,NA,45,NA,
Rice husk,Herbaceous,200.00,NA,34.91,NA,45,NA,
Rice husk,Herbaceous,300.00,NA,39.78,NA,45,NA,
Rice husk,Herbaceous,400.00,NA,40.44,NA,45,NA,
Rice husk,Herbaceous,500.00,NA,40.90,NA,45,NA,
Rice husk,Herbaceous,600.00,NA,42.17,NA,45,NA,
Rice husk,Herbaceous,700.00,NA,42.82,NA,45,NA,
Rice husk,Herbaceous,800.00,NA,43.95,NA,45,NA,
Rice husk,Herbaceous,300.00,NA,45.99,NA,45,NA,
Rice husk,Herbaceous,400.00,NA,44.23,NA,45,NA,
Rice husk,Herbaceous,500.00,NA,42.63,NA,45,NA,
Rice husk,Herbaceous,600.00,NA,38.84,NA,45,NA,
Rice husk,Herbaceous,700.00,NA,28.44,NA,45,NA,
Date Palm,Woody biomass,350.00,43.31,NA,NA,45,NA,
Date Palm,Woody biomass,450.00,33.18,NA,NA,45,NA,
Date Palm,Woody biomass,550.00,27.18,NA,NA,45,NA,
Date Palm,Woody biomass,650.00,22.13,NA,NA,45,NA,
Rice husk,Herbaceous,300.00,32.80,NA,NA,45,NA,
Rice husk,Herbaceous,600.00,31.90,NA,NA,45,NA,
Olive pomace,Woody biomass,300.00,39.30,NA,NA,45,NA,
Olive pomace,Woody biomass,600.00,26.70,NA,NA,45,NA,
Orange peel,Herbaceous,300.00,39.60,NA,NA,45,NA,
Orange peel,Herbaceous,600.00,32.80,NA,NA,45,NA,
Compost,Biosolid Sludge,300.00,78.70,NA,NA,45,NA,
Compost,Biosolid Sludge,600.00,46.00,NA,NA,45,NA,
Hornbeam sawdust,Woody biomass,500.00,28.00,NA,NA,45,NA,
Hornbeam sawdust,Woody biomass,600.00,16.50,NA,NA,45,NA,
Food waste,Biosolid Sludge,400.00,44.26,46.89,20.75,45,46.12,
Food waste,Biosolid Sludge,500.00,42.97,48.34,20.77,45,46.16,
Food waste,Biosolid Sludge,600.00,41.80,50.41,21.07,45,46.83,
Food waste,Biosolid Sludge,700.00,37.57,50.21,18.86,45,41.92,
Food waste,Biosolid Sludge,800.00,36.13,50.19,18.13,45,40.30,
Textile Sludge,Biosolid Sludge,300.00,72.40,5.92,4.29,45,9.52,
Textile Sludge,Biosolid Sludge,400.00,71.64,5.91,4.23,45,9.41,
Textile Sludge,Biosolid Sludge,500.00,68.55,2.86,1.96,45,4.36,
Food industry Sludge,Biosolid Sludge,300.00,60.55,19.97,12.09,45,26.87,
Food industry Sludge,Biosolid Sludge,400.00,56.61,19.34,10.95,45,24.33,
Food industry Sludge,Biosolid Sludge,500.00,52.11,11.21,5.84,45,12.98,
Others,Others,350.00,87.66,NA,NA,45,NA,
Others,Others,400.00,80.47,NA,NA,45,NA,
Others,Others,450.00,78.60,NA,NA,45,NA,
Others,Others,474.67,63.29,NA,NA,45,NA,
Corn straw,Herbaceous,400.00,NA,70.91,NA,45,NA,
Enteromorpha prolifera and corn straw at the ratio of 3:7,Mixture,400.00,NA,65.31,NA,45,NA,
Enteromorpha prolifera and corn straw at the ratio of 1:1,Mixture,400.00,NA,59.75,NA,45,NA,
Enteromorpha prolifera and corn straw at the ratio of 7:3,Mixture,400.00,NA,47.89,NA,45,NA,
Seaweed,Herbaceous,400.00,NA,43.04,NA,45,NA,
Dry wood,Woody biomass,500.00,12.00,NA,NA,45,NA,
Dry wood,Woody biomass,1000.00,10.00,NA,NA,45,NA,
Corncob,Herbaceous,NA,NA,47.40,NA,45,NA,
Corn stalk,Herbaceous,NA,NA,43.60,NA,45,NA,
Corn stover,Herbaceous,NA,NA,43.28,NA,45,NA,
Coconut shell,Woody biomass,NA,NA,64.23,NA,45,NA,
Coconut fiber,Herbaceous,NA,NA,47.75,NA,45,NA,
Wheat straw,Herbaceous,NA,NA,42.95,NA,45,NA,
Rice husk,Herbaceous,NA,NA,41.92,NA,45,NA,
Rice straw,Herbaceous,NA,NA,40.06,NA,45,NA,
Rape stalk,Herbaceous,NA,NA,43.92,NA,45,NA,
Cassava stem,Herbaceous,NA,NA,44.47,NA,45,NA,
Cassava rhizome,Herbaceous,NA,NA,41.78,NA,45,NA,
Cotton stalk,Herbaceous,NA,NA,43.95,NA,45,NA,
Banana leaves,Herbaceous,NA,NA,43.50,NA,45,NA,
Sugarcane straw,Herbaceous,NA,NA,41.88,NA,45,NA,
Barley straw,Herbaceous,NA,NA,45.41,NA,45,NA,
Flax straw,Herbaceous,NA,NA,44.40,NA,45,NA,
Maize cobs,Herbaceous,NA,NA,46.92,NA,45,NA,
Maize husk,Herbaceous,NA,NA,44.96,NA,45,NA,
Maize leaves,Herbaceous,NA,NA,43.68,NA,45,NA,
Grape pomace,Woody biomass,260.00,45.00,NA,NA,45,NA,
Paddy straw,Herbaceous,100.00,81.50,NA,NA,45,NA,
Faecal sludge,Biosolid Sludge,250.00,69.86,NA,NA,45,NA,
Watermelon peel,Herbaceous,260.00,54.00,NA,NA,45,NA,
Spent coffee grounds,Herbaceous,NA,64.00,NA,NA,45,NA,
Loblolly pine,Woody biomass,240.00,48.54,NA,NA,45,NA,
Orange pomace,Herbaceous,175.00,54.00,NA,NA,45,NA,
Holocellulose from wood fibres,Woody biomass,220.00,66.70,NA,NA,45,NA,
Spent liquor litter,Animal and human waste,225.00,60.00,NA,NA,45,NA,
Masanduba wood,Woody biomass,270.00,45.60,NA,NA,45,NA,
Coconut husk,Woody biomass,140.00,NA,NA,NA,45,NA,
Organic municipal solid waste,Biosolid Sludge,120.00,87.90,NA,NA,45,NA,
H. reticulatum,Herbaceous,150.00,72.00,NA,NA,45,NA,
Food waste (cooked food + condiments + chopsticks),Animal and human waste,180.00,53.80,NA,NA,45,NA,
Pinewood sawdust,Woody biomass,220.00,67.42,NA,NA,45,NA,
Sunflower stalk,Herbaceous,175.00,69.40,NA,NA,45,NA,
Rice husk,Herbaceous,300.00,37.71,NA,NA,45,NA,
Afzelium africana (apa wood),Woody biomass,400.00,39.40,NA,NA,45,NA,
Peanut shells,Herbaceous,350.00,45.70,NA,NA,45,NA,
Palm-kernel shell,Woody biomass,400.00,43.13,NA,NA,45,NA,
Bamboo biomass,Woody biomass,300.00,80.00,NA,NA,45,NA,
Safflower seed press cake,Herbaceous,400.00,34.18,NA,NA,45,NA,
Municipal sludge,Biosolid Sludge,300.00,90.14,NA,NA,45,NA,
Olive husk,Woody biomass,177.00,44.50,NA,NA,45,NA,
Poultry manure,Animal and human waste,300.00,78.00,NA,NA,45,NA,
Arundo donax,Herbaceous,300.00,47.97,57.78,27.72,45,61.59,
Arundo donax,Herbaceous,400.00,37.42,58.13,21.75,45,48.34,
Arundo donax,Herbaceous,500.00,30.85,60.36,18.62,45,41.38,
Arundo donax,Herbaceous,600.00,27.28,63.18,17.24,45,38.30,
Arundo donax,Herbaceous,500.00,30.12,72.86,21.95,45,48.77,
Arundo donax,Herbaceous,350.00,42.38,56.29,23.86,45,53.01,
Arundo donax,Herbaceous,400.00,38.04,57.12,21.73,45,48.29,
Arundo donax,Herbaceous,450.00,33.72,57.53,19.40,45,43.11,
Arundo donax,Herbaceous,500.00,33.50,65.74,22.02,45,48.94,
Arundo donax,Herbaceous,550.00,32.15,69.04,22.20,45,49.33,
Arundo donax,Herbaceous,600.00,30.18,71.56,21.60,45,47.99,
Arundo donax,Herbaceous,650.00,29.80,72.95,21.74,45,48.31,
Arundo donax L.,Herbaceous,300.00,48.50,62.17,30.15,45,67.01,
Arundo donax L.,Herbaceous,350.00,42.50,66.32,28.19,45,62.64,
Arundo donax L.,Herbaceous,400.00,38.50,72.28,27.83,45,61.84,
Arundo donax L.,Herbaceous,500.00,34.20,74.64,25.53,45,56.73,
Arundo donax L.,Herbaceous,600.00,30.50,77.10,23.52,45,52.26,
Arundo donax L.,Herbaceous,300.00,44.40,65.26,28.98,45,64.39,
Arundo donax L.,Herbaceous,350.00,41.70,66.97,27.93,45,62.06,
Arundo donax L.,Herbaceous,400.00,40.00,72.25,28.90,45,64.22,
Arundo donax L.,Herbaceous,500.00,33.40,73.12,24.42,45,54.27,
Arundo donax L.,Herbaceous,600.00,30.60,78.61,24.05,45,53.45,
Canna indica,Herbaceous,300.00,56.18,44.38,24.93,45,55.41,
Canna indica,Herbaceous,400.00,49.73,48.29,24.01,45,53.37,
Canna indica,Herbaceous,500.00,43.50,51.69,22.49,45,49.97,
Canna indica,Herbaceous,600.00,41.24,52.61,21.70,45,48.21,
Cyperus alternifolius,Herbaceous,300.00,52.00,57.47,29.88,45,66.41,
Cyperus alternifolius,Herbaceous,500.00,17.00,60.73,10.32,45,22.94,
Eichhornia crassipes,Herbaceous,250.00,75.70,NA,NA,45,NA,
Eichhornia crassipes,Herbaceous,350.00,50.60,NA,NA,45,NA,
Eichhornia crassipes,Herbaceous,450.00,42.00,NA,NA,45,NA,
Eichhornia crassipes,Herbaceous,550.00,40.00,NA,NA,45,NA,
Eichhornia crassipes,Herbaceous,300.00,46.59,47.17,21.98,45,48.84,
Eichhornia crassipes,Herbaceous,500.00,34.97,53.39,18.67,45,41.49,
Eichhornia crassipes,Herbaceous,700.00,28.20,51.34,14.48,45,32.17,
Miscanthus,Herbaceous,400.00,NA,68.40,NA,45,NA,
Miscanthus,Herbaceous,450.00,NA,72.20,NA,45,NA,
Miscanthus,Herbaceous,500.00,NA,77.50,NA,45,NA,
Miscanthus,Herbaceous,350.00,70.00,50.95,35.67,45,79.26,
Miscanthus,Herbaceous,360.00,73.00,51.83,37.84,45,84.08,
Miscanthus,Herbaceous,400.00,37.00,69.84,25.84,45,57.42,
Miscanthus,Herbaceous,450.00,31.00,72.61,22.51,45,50.02,
Miscanthus,Herbaceous,550.00,22.81,75.41,17.20,45,38.22,
Miscanthus,Herbaceous,700.00,21.07,79.18,16.68,45,37.07,
Nelumbo nucifera,Herbaceous,300.00,46.25,65.12,30.12,45,66.93,
Nelumbo nucifera,Herbaceous,600.00,38.07,73.79,28.09,45,62.43,
Nelumbo nucifera,Herbaceous,300.00,38.40,60.15,23.10,45,51.33,
Nelumbo nucifera,Herbaceous,350.00,31.00,65.83,20.41,45,45.35,
Nelumbo nucifera,Herbaceous,400.00,26.90,72.30,19.45,45,43.22,
Phragmites australis,Herbaceous,600.00,29.98,77.41,23.21,45,51.57,
Phragmites australis,Herbaceous,300.00,NA,"
65,20",NA,45,NA,
Phragmites australis,Herbaceous,400.00,NA,72.20,NA,45,NA,
Phragmites australis,Herbaceous,500.00,NA,73.00,NA,45,NA,
Phragmites australis,Herbaceous,600.00,NA,78.70,NA,45,NA,
Pennisetum purpureum,Herbaceous,300.00,58.64,47.19,27.67,45,61.49,
Pennisetum purpureum,Herbaceous,400.00,46.42,48.58,22.55,45,50.11,
Pennisetum purpureum,Herbaceous,500.00,42.86,49.85,21.37,45,47.48,
Pennisetum purpureum,Herbaceous,600.00,40.52,50.39,20.42,45,45.37,
Thalia dealbata,Herbaceous,300.00,33.00,53.99,17.82,45,39.59,
Thalia dealbata,Herbaceous,500.00,24.70,57.43,14.19,45,31.52,
Thalia dealbata,Herbaceous,500.00,NA,64.36,NA,45,NA,
Vetiveria zizanioides,Herbaceous,300.00,43.64,59.34,25.90,45,57.55,
Vetiveria zizanioides,Herbaceous,500.00,31.18,63.86,19.91,45,44.25,
Vetiveria zizanioides,Herbaceous,700.00,26.90,63.96,17.21,45,38.23,
Others,Others,1000.00,10.00,NA,NA,45,NA,
Others,Others,150.00,35.00,NA,NA,45,NA,
Safflower seed press cake,Herbaceous,400.00,NA,34.18,NA,45,NA,
Waste water sludge,Biosolid Sludge,300.00,NA,90.14,NA,45,NA,
Olive husk,Woody biomass,177.00,NA,44.50,NA,45,NA,
Poultry manure,Animal and human waste,300.00,NA,78.00,NA,45,NA,
Rice husk,Herbaceous,300.00,NA,37.71,NA,45,NA,
Afzelium africana (apa wood),Woody biomass,400.00,NA,39.40,NA,45,NA,
Peanut shells,Woody biomass,350.00,NA,45.70,NA,45,NA,
Palm-kernel shell,Woody biomass,400.00,NA,"
43.13",NA,45,NA,
Bamboo biomass,Woody biomass,300.00,NA,80.00,NA,45,NA,
Grape pomace,Herbaceous,260.00,NA,45.00,NA,45,NA,
Biosludge from pulp mill,Biosolid Sludge,200.00,NA,,NA,45,NA,
Paddy straw,Herbaceous,100.00,NA,81.50,NA,45,NA,
Faecal sludge,Biosolid Sludge,250.00,NA,69.86,NA,45,NA,
Watermelon peel,Herbaceous,260.00,NA,54.00,NA,45,NA,
Spent coffee grounds,Herbaceous,216.00,NA,64.00,NA,45,,
Loblolly pine,Woody biomass,240.00,NA,48.54,NA,45,NA,
Orange pomace,Herbaceous,175.00,NA,54.00,NA,45,NA,
Holocellulose from wood fibers,Woody biomass,220.00,NA,66.70,NA,45,NA,
Poultry litter,Animal and human waste,225.00,NA,60.00,NA,45,NA,
Masanduba wood,Woody biomass,270.00,NA,45.60,NA,45,NA,
Coconut husk,Woody biomass,140.00,NA,90.00,NA,45,NA,
Organic municipal solid waste,Herbaceous,120.00,NA,87.90,NA,45,NA,
H. reticulatum,Herbaceous,150.00,NA,72.00,NA,45,NA,
Sewage sludge,Animal and human waste,150.00,NA,94.00,NA,45,NA,
Food waste (cooked food + condiments + chopsticks),Animal and human waste,180.00,NA,53.80,NA,45,NA,
Pinewood sawdust,Woody biomass,220.00,NA,67.42,NA,45,NA,
Sunflower stalk,Herbaceous,175.00,NA,69.40,NA,45,NA,
Others,Others,700.00,19.00,84.70,16.09,45,35.76,
Others,Others,700.00,27.00,53.40,14.42,45,32.04,
Others,Others,700.00,15.00,92.50,13.88,45,30.83,
Others,Others,700.00,13.00,63.90,8.31,45,18.46,
Others,Others,700.00,13.00,69.70,9.06,45,20.14,
Others,Others,700.00,NA,87.20,NA,45,NA,
Willow,Woody biomass,230.00,95.10,NA,NA,45,NA,
Willow,Woody biomass,250.00,89.60,NA,NA,45,NA,
Willow,Woody biomass,270.00,79.80,NA,NA,45,NA,
Willow,Woody biomass,290.00,72.00,NA,NA,45,NA,
Spruce wood,Woody biomass,225.00,92.40,NA,NA,45,NA,
Spruce wood,Woody biomass,225.00,91.20,NA,NA,45,NA,
Spruce wood,Woody biomass,275.00,79.30,NA,NA,45,NA,
Spruce wood,Woody biomass,275.00,75.70,NA,NA,45,NA,
Spruce wood,Woody biomass,300.00,69.60,NA,NA,45,NA,
Spruce wood,Woody biomass,300.00,57.50,NA,NA,45,NA,
Spruce stump,Woody biomass,225.00,92.70,NA,NA,45,NA,
Spruce stump,Woody biomass,225.00,90.00,NA,NA,45,NA,
Spruce stump,Woody biomass,275.00,71.60,NA,NA,45,NA,
Spruce stump,Woody biomass,275.00,69.40,NA,NA,45,NA,
